temperature,vibration,current,voltage,rpm,status
66.21780831931537,4.723626243329305,28.682040923334924,224.98351218645269,2689.994932969911,normal
106.55000144869413,5.6812279125002565,26.645604811570163,237.3373386256297,1053.5359867961347,critical
91.23957592679835,10.254568718426164,18.807695625143005,228.13333903281665,1539.9190831096585,critical
81.90609389379256,4.080052632718706,40.363333505074394,204.16512915558982,2489.8419105734547,critical
50.921304830970556,10.435796217746056,33.831208025431444,209.27901183917777,1946.2680335734399,critical
50.91961642353419,1.057613171720298,53.28504961620018,210.96640920154596,2715.7131159046817,critical
44.06585285177396,9.32158124650357,11.605479024102912,212.89321268224225,3383.6237036685793,critical
100.63233020424546,10.170571596656837,42.193396377756315,228.2701695975252,849.6400631455924,critical
82.07805082202461,2.181811834048065,48.14744392557806,225.19828899126966,2628.703149194183,warning
89.56508044572318,5.164158388466405,47.974328459415354,210.15800191821046,1191.0324668963435,warning
41.44091460070617,1.9859972959638674,54.30369835477626,203.37774217278437,1743.4301822227078,critical
107.8936896513396,8.479249547930614,46.4516871414747,208.57161022373592,598.5881773854195,critical
98.27098485602951,6.424173216739881,56.39050308238482,249.21906563093017,907.7221468780969,critical
54.863737747479334,7.623880160499852,26.632829991044574,223.4273474895736,1459.331867146699,warning
52.72774770449704,2.357843603474534,35.16047083757715,243.36727523510564,1525.9574158639548,normal
52.83831568974037,2.5409503446290342,10.703983164144534,242.43762333344216,3198.755649386287,normal
61.29695700716764,0.4979679061188764,10.34787936516456,225.5759778731437,2725.438727799545,normal
76.73295021425665,3.8648104223487567,22.006331022575992,235.3343854230272,3416.5489045611234,normal
70.2361513049481,6.716935936004099,15.040359856954263,209.6376005206356,2297.2145310057213,warning
60.386039813862936,10.295218967967946,23.010568396787683,234.41983524634543,1225.141196273954,critical
82.82970263056657,8.003129369504169,18.852164726419872,213.6192289631645,1482.9650897649285,critical
49.76457024564293,5.224755880797018,11.426001241932411,241.60310483770755,1459.5077698759012,warning
60.45012539746527,11.437441372729653,55.46520732030247,204.1862066554455,1479.4829829897549,critical
65.64532903055841,8.630942406909982,10.411156569444577,238.65693364426386,2518.892519335447,critical
71.92489889519251,11.1619824343506,46.80410721685427,204.99684532843096,2092.4237842712487,critical
94.96231729751095,6.3310556792659884,17.607394345975827,244.05946184471546,1656.2725342599329,warning
53.97716475108518,3.106851297517675,55.61148109998,215.2102259067502,947.2693061861498,critical
75.9964106889528,0.6339202363766638,54.63979697949429,232.71966824152872,566.4174888264378,critical
81.46901982034296,8.713018217806205,42.695057318462865,224.375113931014,1156.5040327630777,critical
43.25152889039984,1.4556359760664095,43.611707490030255,218.31515726311696,822.4142119060439,warning
82.5281396331007,3.633301539263606,10.266957098484427,232.27209165917483,2856.3350925567183,warning
51.936688658110405,6.389650894606769,59.2435783056801,247.3761490275619,837.4938734416562,critical
44.55361150896957,6.772999053356973,53.89163017879072,202.0634873687311,2672.6847119205086,critical
106.42198760773333,7.206998363845632,54.7553112865046,245.9426427941552,1656.9760693282478,critical
107.59424231521916,1.9950639641964076,42.962226852543594,230.4540827510507,720.135169231328,critical
96.58781436815228,4.556848857859785,27.239346432726826,240.3657150384526,2938.1901482947574,critical
61.32296384213595,7.406330725403601,54.68243245452404,219.19374767171388,2238.89171070984,critical
46.83704798044687,11.637826375605417,24.575846407559617,223.5921487418807,1207.2845385907192,critical
87.89631185585098,8.731573652396264,38.13557716711014,243.4425375900582,3184.043522998004,critical
70.81067456177209,11.071245085127494,14.98654861719412,220.74239849049115,635.7749416116544,critical
48.54267643913452,9.146544699770125,56.09778150663751,226.73297833745426,1105.4588245932887,critical
74.6623837077889,7.100603626708805,17.038522888560667,201.00974615421666,2756.140783417583,critical
